snapshot_id,snapshot_month_end_date_key,loan_id,dpd,aging_bucket,is_npl,ecl_stage,outstanding_balance,provision_amount,provision_rate
32257,20251031,2656,360,90+,True,3,234284.33,100904.9,0.4307
32258,20251130,2656,360,90+,True,3,244140.67,118216.73,0.4842
32259,20251231,2656,360,90+,True,3,253997.0,118840.15,0.4679
32260,20241031,2657,31,31-60,False,2,438874.18,84011.57,0.1914
32261,20241130,2657,19,1-30,False,1,420445.19,26140.38,0.0622
32262,20241231,2657,3,1-30,False,1,402633.38,4026.33,0.01
32263,20250131,2657,0,Current,False,1,384669.59,15893.21,0.0413
32264,20250228,2657,0,Current,False,1,365642.2,19097.61,0.0522
32265,20250331,2657,0,Current,False,1,353013.89,3530.14,0.01
32266,20250430,2657,0,Current,False,1,320961.91,6324.46,0.0197
32267,20250531,2657,0,Current,False,1,303690.95,9400.68,0.031
32268,20250630,2657,33,31-60,False,2,297000.6,43354.35,0.146
32269,20250731,2657,21,1-30,False,1,271548.0,12562.97,0.0463
32270,20250831,2657,47,31-60,False,2,281322.18,32457.3,0.1154
32271,20250930,2657,29,1-30,False,1,255056.9,2550.57,0.01
32272,20251031,2657,55,31-60,False,2,264831.08,44021.53,0.1662
32273,20251130,2657,77,61-90,False,2,274605.26,39169.12,0.1426
32274,20251231,2657,97,90+,True,3,284379.44,141889.4,0.4989
32275,20240229,2658,32,31-60,False,2,145885.42,28366.97,0.1944
32276,20240331,2658,15,1-30,False,1,131104.6,6595.89,0.0503
32277,20240430,2658,35,31-60,False,2,136790.02,28560.9,0.2088
32278,20240531,2658,18,1-30,False,1,124852.89,5769.14,0.0462
32279,20240630,2658,42,31-60,False,2,119513.42,25475.93,0.2132
32280,20240731,2658,20,1-30,False,1,109300.73,6440.16,0.0589
32281,20240831,2658,0,Current,False,1,99183.49,9405.21,0.0948
32282,20240930,2658,0,Current,False,1,90361.88,7003.96,0.0775
32283,20241031,2658,33,31-60,False,2,96047.3,21079.45,0.2195
32284,20241130,2658,57,31-60,False,2,101732.72,15759.43,0.1549
32285,20241231,2658,89,61-90,False,2,107418.15,17595.38,0.1638
32286,20250131,2658,104,90+,True,3,113103.57,55932.15,0.4945
32287,20250228,2658,122,90+,True,3,118789.0,58359.03,0.4913
32288,20250331,2658,157,90+,True,3,124474.42,63239.24,0.5081
32289,20250430,2658,185,90+,True,3,130159.85,65064.7,0.4999
32290,20250531,2658,216,90+,True,3,135845.27,63759.66,0.4694
32291,20250630,2658,245,90+,True,3,141530.7,71996.29,0.5087
32292,20250731,2658,262,90+,True,3,147216.12,76280.08,0.5182
32293,20250831,2658,295,90+,True,3,152901.55,83021.68,0.543
32294,20250930,2658,313,90+,True,3,158586.97,79047.11,0.4984
32295,20251031,2658,329,90+,True,3,164272.39,84253.7,0.5129
32296,20251130,2658,360,90+,True,3,169957.82,88839.1,0.5227
32297,20251231,2658,360,90+,True,3,175643.24,97016.03,0.5523
32298,20250930,2659,33,31-60,False,2,168466.0,33222.95,0.1972
32299,20251031,2659,13,1-30,False,1,155764.35,8928.23,0.0573
32300,20251130,2659,44,31-60,False,2,163330.35,31831.93,0.1949
32301,20251231,2659,71,61-90,False,2,170896.35,33335.88,0.1951
32302,20250131,2660,137,90+,True,3,105500.0,45584.27,0.4321
32303,20250228,2660,163,90+,True,3,95333.58,41796.97,0.4384
32304,20250331,2660,312,90+,True,3,86646.43,40626.69,0.4689
32305,20250430,2660,293,90+,True,3,76495.68,33373.14,0.4363
32306,20250531,2660,271,90+,True,3,76495.68,33392.35,0.4365
32307,20250630,2660,259,90+,True,3,76495.68,38207.8,0.4995
32308,20250731,2660,329,90+,True,3,76495.68,36127.49,0.4723
32309,20250831,2660,314,90+,True,3,76495.68,34472.95,0.4507
32310,20250930,2660,309,90+,True,3,76495.68,34653.89,0.453
32311,20251031,2660,304,90+,True,3,76495.68,33302.28,0.4353
32312,20251130,2660,321,90+,True,3,76495.68,35072.65,0.4585
32313,20251231,2660,302,90+,True,3,76495.68,33931.87,0.4436
32314,20250630,2661,34,31-60,False,2,107488.83,13462.51,0.1252
32315,20250731,2661,28,1-30,False,1,91135.76,5309.37,0.0583
32316,20250831,2661,13,1-30,False,1,75661.4,1504.9,0.0199
32317,20250930,2661,31,31-60,False,2,84850.23,14646.83,0.1726
32318,20251031,2661,51,31-60,False,2,94039.06,15706.23,0.167
32319,20251130,2661,85,61-90,False,2,103227.89,16705.61,0.1618
32320,20251231,2661,98,90+,True,3,112416.72,52420.92,0.4663
32321,20251231,2662,0,Current,False,1,70225.51,1945.2,0.0277
32322,20250831,2663,23,1-30,False,1,200102.55,6374.71,0.0319
32323,20250930,2663,50,31-60,False,2,206805.1,24919.33,0.1205
32324,20251031,2663,85,61-90,False,2,213507.65,25861.11,0.1211
32325,20251130,2663,113,90+,True,3,220210.2,99049.1,0.4498
32326,20251231,2663,125,90+,True,3,226912.74,107564.54,0.474
32327,20241031,2664,32,31-60,False,2,15288.0,2052.6,0.1343
32328,20241130,2664,19,1-30,False,1,14377.59,598.81,0.0416
32329,20241231,2664,4,1-30,False,1,13862.45,236.6,0.0171
32330,20250131,2664,0,Current,False,1,13301.96,247.83,0.0186
32331,20250228,2664,0,Current,False,1,12918.5,553.49,0.0428
32332,20250331,2664,0,Current,False,1,12465.15,257.2,0.0206
32333,20250430,2664,31,31-60,False,2,12135.93,1919.57,0.1582
32334,20250531,2664,7,1-30,False,1,11622.45,192.74,0.0166
32335,20250630,2664,0,Current,False,1,11099.46,536.66,0.0484
32336,20250731,2664,0,Current,False,1,10526.88,124.44,0.0118
32337,20250831,2664,0,Current,False,1,10004.76,100.05,0.01
32338,20250930,2664,12,1-30,False,1,10292.76,584.57,0.0568
32339,20251031,2664,0,Current,False,1,8781.63,332.27,0.0378
32340,20251130,2664,25,1-30,False,1,9069.63,304.71,0.0336
32341,20251231,2664,57,31-60,False,2,9357.64,1343.58,0.1436
32342,20251130,2665,0,Current,False,1,216799.86,17233.42,0.0795
32343,20251231,2665,0,Current,False,1,186267.24,22946.86,0.1232
32344,20241231,2666,0,Current,False,1,490579.69,23674.38,0.0483
32345,20250131,2666,0,Current,False,1,475555.41,16047.51,0.0337
32346,20250228,2666,21,1-30,False,1,483500.9,4835.01,0.01
32347,20250331,2666,16,1-30,False,1,468642.11,13328.23,0.0284
32348,20250430,2666,50,31-60,False,2,459577.94,82374.91,0.1792
32349,20250531,2666,41,31-60,False,2,444450.47,66103.02,0.1487
32350,20250630,2666,22,1-30,False,1,431243.54,4312.44,0.01
32351,20250731,2666,39,31-60,False,2,439189.03,54999.09,0.1252
32352,20250831,2666,67,61-90,False,2,447134.52,56595.84,0.1266
32353,20250930,2666,101,90+,True,3,455080.01,186100.66,0.4089
32354,20251031,2666,131,90+,True,3,463025.5,197524.97,0.4266
32355,20251130,2666,151,90+,True,3,470970.99,208841.88,0.4434
32356,20251231,2666,163,90+,True,3,478916.48,214690.61,0.4483
32357,20251231,2667,25,1-30,False,1,172068.75,5272.96,0.0306
32358,20251231,2668,29,1-30,False,1,479896.61,7627.09,0.0159
32359,20240630,2669,17,1-30,False,1,548716.55,41059.21,0.0748
32360,20240731,2669,4,1-30,False,1,530650.2,8270.35,0.0156
32361,20240831,2669,38,31-60,False,2,525262.54,87237.9,0.1661
32362,20240930,2669,25,1-30,False,1,500436.78,20449.65,0.0409
32363,20241031,2669,15,1-30,False,1,474256.02,15055.7,0.0317
32364,20241130,2669,0,Current,False,1,452725.86,14462.5,0.0319
32365,20241231,2669,31,31-60,False,2,437383.25,75298.91,0.1722
32366,20250131,2669,16,1-30,False,1,402103.09,7641.85,0.019
32367,20250228,2669,0,Current,False,1,377568.99,5912.02,0.0157
32368,20250331,2669,0,Current,False,1,333664.77,17009.12,0.051
32369,20250430,2669,0,Current,False,1,308866.84,15472.62,0.0501
32370,20250531,2669,0,Current,False,1,284969.9,9786.34,0.0343
32371,20250630,2669,0,Current,False,1,258798.48,6403.84,0.0247
32372,20250731,2669,0,Current,False,1,234577.3,7437.54,0.0317
32373,20250831,2669,0,Current,False,1,211724.58,4447.78,0.021
32374,20250930,2669,0,Current,False,1,187018.36,1870.18,0.01
32375,20251031,2669,0,Current,False,1,162958.14,10520.99,0.0646
32376,20251130,2669,16,1-30,False,1,176074.68,8359.79,0.0475
32377,20251231,2669,50,31-60,False,2,189191.23,30740.31,0.1625
32378,20250731,2670,26,1-30,False,1,161871.44,2429.34,0.015
32379,20250831,2670,21,1-30,False,1,155312.57,11605.78,0.0747
32380,20250930,2670,6,1-30,False,1,148569.16,1485.69,0.01
32381,20251031,2670,1,1-30,False,1,138996.51,3281.83,0.0236
32382,20251130,2670,36,31-60,False,2,142467.95,21137.53,0.1484
32383,20251231,2670,69,61-90,False,2,145939.39,20487.51,0.1404
32384,20250531,2671,16,1-30,False,1,242844.1,12437.43,0.0512
32385,20250630,2671,4,1-30,False,1,229993.69,16619.44,0.0723
32386,20250731,2671,39,31-60,False,2,228584.21,46160.23,0.2019
32387,20250831,2671,62,61-90,False,2,235028.3,41602.35,0.177
32388,20250930,2671,44,31-60,False,2,205118.55,39487.89,0.1925
32389,20251031,2671,79,61-90,False,2,211562.65,42300.33,0.1999
32390,20251130,2671,114,90+,True,3,218006.75,108995.64,0.5
32391,20251231,2671,146,90+,True,3,224450.85,119746.53,0.5335
32392,20250731,2672,12,1-30,False,1,94555.48,4089.9,0.0433
32393,20250831,2672,0,Current,False,1,89129.25,3033.57,0.034
32394,20250930,2672,0,Current,False,1,80922.67,809.23,0.01
32395,20251031,2672,0,Current,False,1,75665.54,756.66,0.01
32396,20251130,2672,31,31-60,False,2,78221.02,10735.99,0.1373
32397,20251231,2672,59,31-60,False,2,80776.5,9888.84,0.1224
32398,20240531,2673,0,Current,False,1,103260.4,4358.04,0.0422
32399,20240630,2673,0,Current,False,1,108971.7,1443.01,0.0132
32400,20240731,2673,0,Current,False,1,81690.54,1563.25,0.0191
32401,20240831,2673,0,Current,False,1,87401.84,1089.72,0.0125
32402,20240930,2673,0,Current,False,1,66323.26,2126.34,0.0321
32403,20241031,2673,0,Current,False,1,72034.56,3055.71,0.0424
32404,20241130,2673,0,Current,False,1,44955.73,739.74,0.0165
32405,20241231,2673,0,Current,False,1,0.0,0.0,0.01
32406,20250131,2673,0,Current,False,1,0.0,0.0,0.0255
32407,20250228,2673,0,Current,False,1,0.0,0.0,0.0176
32408,20250331,2673,0,Current,False,1,0.0,0.0,0.0413
32409,20250430,2673,0,Current,False,1,0.0,0.0,0.0365
32410,20250531,2673,0,Current,False,1,0.0,0.0,0.0394
32411,20250630,2673,0,Current,False,1,0.0,0.0,0.0349
32412,20250731,2673,0,Current,False,1,0.0,0.0,0.0278
32413,20250831,2673,0,Current,False,1,0.0,0.0,0.0436
32414,20250930,2673,0,Current,False,1,0.0,0.0,0.0151
32415,20251031,2673,0,Current,False,1,0.0,0.0,0.0253
32416,20251130,2673,0,Current,False,1,0.0,0.0,0.0315
32417,20251231,2673,0,Current,False,1,0.0,0.0,0.0507
32418,20250131,2674,0,Current,False,1,272443.12,11381.28,0.0418
32419,20250228,2674,0,Current,False,1,250510.71,6320.46,0.0252
32420,20250331,2674,34,31-60,False,2,259611.06,32554.27,0.1254
32421,20250430,2674,25,1-30,False,1,245229.05,11586.37,0.0472
32422,20250531,2674,4,1-30,False,1,228731.58,5176.29,0.0226
32423,20250630,2674,0,Current,False,1,211998.76,3764.21,0.0178
32424,20250731,2674,13,1-30,False,1,221099.11,11247.79,0.0509
32425,20250831,2674,25,1-30,False,1,230199.46,13105.42,0.0569
32426,20250930,2674,44,31-60,False,2,239299.81,40873.42,0.1708
32427,20251031,2674,76,61-90,False,2,248400.16,43686.27,0.1759
32428,20251130,2674,98,90+,True,3,257500.51,116989.33,0.4543
32429,20251231,2674,125,90+,True,3,266600.86,115052.35,0.4316
32430,20240430,2675,0,Current,False,1,322335.05,3223.35,0.01
32431,20240531,2675,0,Current,False,1,309746.73,14923.76,0.0482
32432,20240630,2675,0,Current,False,1,298826.64,7029.85,0.0235
32433,20240731,2675,0,Current,False,1,295223.5,7134.27,0.0242
32434,20240831,2675,0,Current,False,1,272393.37,15549.65,0.0571
32435,20240930,2675,0,Current,False,1,260110.78,2601.11,0.01
32436,20241031,2675,0,Current,False,1,248212.83,6374.3,0.0257
32437,20241130,2675,0,Current,False,1,231284.77,6612.42,0.0286
32438,20241231,2675,0,Current,False,1,219172.76,3982.46,0.0182
32439,20250131,2675,0,Current,False,1,205991.96,11910.08,0.0578
32440,20250228,2675,0,Current,False,1,194381.5,4073.69,0.021
32441,20250331,2675,0,Current,False,1,181526.25,5024.97,0.0277
32442,20250430,2675,0,Current,False,1,169391.64,7602.71,0.0449
32443,20250531,2675,0,Current,False,1,160990.66,9075.18,0.0564
32444,20250630,2675,0,Current,False,1,148879.49,3140.11,0.0211
32445,20250731,2675,0,Current,False,1,136347.32,5372.89,0.0394
32446,20250831,2675,0,Current,False,1,125197.88,1251.98,0.01
32447,20250930,2675,0,Current,False,1,111673.89,8860.04,0.0793
32448,20251031,2675,0,Current,False,1,100230.28,6605.73,0.0659
32449,20251130,2675,0,Current,False,1,87233.58,4248.33,0.0487
32450,20251231,2675,0,Current,False,1,74933.46,2152.16,0.0287
32451,20251031,2676,14,1-30,False,1,176998.23,1769.98,0.01
32452,20251130,2676,0,Current,False,1,160612.99,3016.86,0.0188
32453,20251231,2676,31,31-60,False,2,167811.22,27327.64,0.1628
32454,20250930,2677,26,1-30,False,1,129352.64,16343.48,0.1263
32455,20251031,2677,44,31-60,False,2,134805.27,34154.77,0.2534
32456,20251130,2677,39,31-60,False,2,124268.07,31873.85,0.2565
32457,20251231,2677,70,61-90,False,2,129720.7,28952.03,0.2232
32458,20250228,2678,19,1-30,False,1,405377.23,13286.84,0.0328
32459,20250331,2678,0,Current,False,1,360060.99,17596.28,0.0489
32460,20250430,2678,29,1-30,False,1,383938.22,27598.16,0.0719
32461,20250531,2678,9,1-30,False,1,337756.38,15893.61,0.0471
32462,20250630,2678,33,31-60,False,2,321265.53,34924.93,0.1087
32463,20250731,2678,65,61-90,False,2,345142.75,50037.64,0.145
32464,20250831,2678,92,90+,True,3,369019.98,174590.54,0.4731
32465,20250930,2678,122,90+,True,3,392897.21,171515.88,0.4365
32466,20251031,2678,155,90+,True,3,416774.44,184241.53,0.4421
32467,20251130,2678,173,90+,True,3,440651.66,206134.7,0.4678
32468,20251231,2678,198,90+,True,3,464528.89,214721.33,0.4622
32469,20240430,2679,0,Current,False,1,96445.77,964.46,0.01
32470,20240531,2679,29,1-30,False,1,98544.67,2582.96,0.0262
32471,20240630,2679,22,1-30,False,1,93952.58,939.53,0.01
32472,20240731,2679,1,1-30,False,1,87316.55,3324.52,0.0381
32473,20240831,2679,31,31-60,False,2,89415.44,13342.71,0.1492
32474,20240930,2679,15,1-30,False,1,85101.9,2852.54,0.0335
32475,20241031,2679,1,1-30,False,1,74483.27,744.83,0.01
32476,20241130,2679,0,Current,False,1,70876.24,6494.31,0.0916
32477,20241231,2679,0,Current,False,1,66621.92,2229.93,0.0335
32478,20250131,2679,31,31-60,False,2,68720.81,9445.09,0.1374
32479,20250228,2679,7,1-30,False,1,65200.4,1044.96,0.016
32480,20250331,2679,38,31-60,False,2,67299.3,9976.18,0.1482
32481,20250430,2679,21,1-30,False,1,63388.94,1212.77,0.0191
32482,20250531,2679,51,31-60,False,2,65487.84,10339.38,0.1579
32483,20250630,2679,81,61-90,False,2,67586.73,11323.9,0.1675
32484,20250731,2679,107,90+,True,3,69685.62,31560.7,0.4529
32485,20250831,2679,125,90+,True,3,71784.52,34718.36,0.4836
32486,20250930,2679,153,90+,True,3,73883.41,35441.8,0.4797
32487,20251031,2679,174,90+,True,3,75982.31,34981.14,0.4604
32488,20251130,2679,205,90+,True,3,78081.2,33792.61,0.4328
32489,20251231,2679,222,90+,True,3,80180.09,38826.5,0.4842
32490,20250430,2680,12,1-30,False,1,96902.51,1842.15,0.019
32491,20250531,2680,0,Current,False,1,84779.17,3377.4,0.0398
32492,20250630,2680,0,Current,False,1,75012.97,2390.21,0.0319
32493,20250731,2680,0,Current,False,1,65288.5,2714.87,0.0416
32494,20250831,2680,28,1-30,False,1,71191.01,711.91,0.01
32495,20250930,2680,47,31-60,False,2,77093.52,11641.66,0.151
32496,20251031,2680,78,61-90,False,2,82996.03,8106.67,0.0977
32497,20251130,2680,104,90+,True,3,88898.55,41472.07,0.4665
32498,20251231,2680,120,90+,True,3,94801.06,43902.88,0.4631
32499,20241130,2681,29,1-30,False,1,46978.03,750.77,0.016
32500,20241231,2681,12,1-30,False,1,37501.3,1466.78,0.0391
32501,20250131,2681,7,1-30,False,1,27888.13,717.18,0.0257
32502,20250228,2681,38,31-60,False,2,33066.16,3897.92,0.1179
32503,20250331,2681,63,61-90,False,2,38244.19,6458.23,0.1689
32504,20250430,2681,82,61-90,False,2,43422.23,7254.12,0.1671
32505,20250531,2681,104,90+,True,3,48600.26,20734.13,0.4266
32506,20250630,2681,121,90+,True,3,53778.29,25349.89,0.4714
32507,20250731,2681,151,90+,True,3,58956.33,28040.07,0.4756
32508,20250831,2681,178,90+,True,3,64134.36,28986.78,0.452
32509,20250930,2681,195,90+,True,3,69312.39,32016.97,0.4619
32510,20251031,2681,216,90+,True,3,74490.43,32985.91,0.4428
32511,20251130,2681,233,90+,True,3,79668.46,35732.55,0.4485
32512,20251231,2681,246,90+,True,3,84846.49,36002.42,0.4243
32513,20250731,2682,12,1-30,False,1,231084.55,4199.57,0.0182
32514,20250831,2682,38,31-60,False,2,219421.69,24187.61,0.1102
32515,20250930,2682,69,61-90,False,2,233006.24,52585.45,0.2257
32516,20251031,2682,50,31-60,False,2,181650.07,26265.4,0.1446
32517,20251130,2682,33,31-60,False,2,155639.36,16598.34,0.1066
32518,20251231,2682,69,61-90,False,2,169223.91,24936.13,0.1474
32519,20240331,2683,0,Current,False,1,681975.46,6819.75,0.01
32520,20240430,2683,0,Current,False,1,660776.75,12694.61,0.0192
32521,20240531,2683,0,Current,False,1,633521.83,33189.06,0.0524
32522,20240630,2683,0,Current,False,1,603757.08,7396.81,0.0123
32523,20240731,2683,0,Current,False,1,577474.06,19666.34,0.0341
32524,20240831,2683,0,Current,False,1,532456.52,17019.88,0.032
32525,20240930,2683,0,Current,False,1,529093.92,5290.94,0.01
32526,20241031,2683,0,Current,False,1,500899.01,28620.13,0.0571
32527,20241130,2683,0,Current,False,1,473942.43,14912.65,0.0315
32528,20241231,2683,0,Current,False,1,439253.0,7793.45,0.0177
32529,20250131,2683,0,Current,False,1,409000.34,12963.05,0.0317
32530,20250228,2683,0,Current,False,1,404000.97,21293.62,0.0527
32531,20250331,2683,0,Current,False,1,367908.77,5753.49,0.0156
32532,20250430,2683,0,Current,False,1,322299.45,11517.98,0.0357
32533,20250531,2683,0,Current,False,1,230213.64,10236.17,0.0445
32534,20250630,2683,0,Current,False,1,246889.1,2468.89,0.01
32535,20250731,2683,0,Current,False,1,217163.74,6324.26,0.0291
32536,20250831,2683,0,Current,False,1,0.0,0.0,0.01
32537,20250930,2683,0,Current,False,1,0.0,0.0,0.01
32538,20251031,2683,0,Current,False,1,0.0,0.0,0.0194
32539,20251130,2683,0,Current,False,1,0.0,0.0,0.0672
32540,20251231,2683,0,Current,False,1,0.0,0.0,0.0208
32541,20241031,2684,23,1-30,False,1,52235.54,522.36,0.01
32542,20241130,2684,17,1-30,False,1,44967.76,2780.12,0.0618
32543,20241231,2684,4,1-30,False,1,36652.32,592.74,0.0162
32544,20250131,2684,27,1-30,False,1,39387.86,784.37,0.0199
32545,20250228,2684,48,31-60,False,2,42123.39,5445.1,0.1293
32546,20250331,2684,62,61-90,False,2,44858.93,7737.75,0.1725
32547,20250430,2684,93,90+,True,3,47594.47,20742.56,0.4358
32548,20250531,2684,114,90+,True,3,50330.01,24366.37,0.4841
32549,20250630,2684,140,90+,True,3,53065.54,24046.78,0.4532
32550,20250731,2684,165,90+,True,3,55801.08,22861.22,0.4097
32551,20250831,2684,200,90+,True,3,58536.62,26474.81,0.4523
32552,20250930,2684,213,90+,True,3,61272.15,28275.05,0.4615
32553,20251031,2684,226,90+,True,3,64007.69,31116.67,0.4861
32554,20251130,2684,248,90+,True,3,66743.23,28530.0,0.4275
32555,20251231,2684,276,90+,True,3,69478.76,30152.96,0.434
32556,20240930,2685,0,Current,False,1,396564.57,11325.5,0.0286
32557,20241031,2685,0,Current,False,1,385981.41,24445.76,0.0633
32558,20241130,2685,0,Current,False,1,363434.25,3634.34,0.01
32559,20241231,2685,0,Current,False,1,355400.27,3554.0,0.01
32560,20250131,2685,0,Current,False,1,344005.16,14939.63,0.0434
32561,20250228,2685,0,Current,False,1,343820.82,8959.04,0.0261
32562,20250331,2685,0,Current,False,1,330818.39,10819.12,0.0327
32563,20250430,2685,0,Current,False,1,318583.93,3185.84,0.01
32564,20250531,2685,0,Current,False,1,297096.33,8125.45,0.0273
32565,20250630,2685,0,Current,False,1,285134.48,12704.6,0.0446
32566,20250731,2685,0,Current,False,1,272081.48,7646.06,0.0281
32567,20250831,2685,0,Current,False,1,260160.82,7493.53,0.0288
32568,20250930,2685,0,Current,False,1,248811.58,4523.31,0.0182
32569,20251031,2685,0,Current,False,1,236386.25,4341.59,0.0184
32570,20251130,2685,0,Current,False,1,220522.02,11846.81,0.0537
32571,20251231,2685,0,Current,False,1,208437.32,12926.66,0.062
32572,20251130,2686,30,1-30,False,2,112947.88,23396.85,0.2071
32573,20251231,2686,46,31-60,False,2,117695.75,17067.31,0.145
32574,20240831,2687,31,31-60,False,2,15349.65,2256.54,0.147
32575,20240930,2687,18,1-30,False,1,14179.88,449.77,0.0317
32576,20241031,2687,0,Current,False,1,13018.76,130.19,0.01
32577,20241130,2687,0,Current,False,1,12346.5,603.64,0.0489
32578,20241231,2687,0,Current,False,1,11628.52,394.81,0.034
32579,20250131,2687,0,Current,False,1,11021.58,372.41,0.0338
32580,20250228,2687,0,Current,False,1,9299.11,263.83,0.0284
32581,20250331,2687,21,1-30,False,1,9648.75,316.85,0.0328
32582,20250430,2687,51,31-60,False,2,9297.21,1237.64,0.1331
32583,20250531,2687,31,31-60,False,2,8429.31,1414.92,0.1679
32584,20250630,2687,25,1-30,False,1,7935.14,79.35,0.01
32585,20250731,2687,46,31-60,False,2,8284.79,1300.17,0.1569
32586,20250831,2687,83,61-90,False,2,8634.43,1074.36,0.1244
32587,20250930,2687,104,90+,True,3,8984.08,4058.66,0.4518
32588,20251031,2687,124,90+,True,3,9333.73,4146.31,0.4442
32589,20251130,2687,156,90+,True,3,9683.37,4291.43,0.4432
32590,20251231,2687,191,90+,True,3,10033.02,4191.81,0.4178
32591,20251231,2688,0,Current,False,1,327018.94,16491.04,0.0504
32592,20251130,2689,23,1-30,False,1,78450.02,2603.63,0.0332
32593,20251231,2689,46,31-60,False,2,81400.03,12175.55,0.1496
32594,20250331,2690,27,1-30,False,1,148237.35,9891.63,0.0667
32595,20250430,2690,55,31-60,False,2,147217.95,30155.9,0.2048
32596,20250531,2690,45,31-60,False,2,142228.39,25149.59,0.1768
32597,20250630,2690,33,31-60,False,2,137641.38,30701.19,0.2231
32598,20250731,2690,27,1-30,False,1,132346.05,7990.88,0.0604
32599,20250831,2690,13,1-30,False,1,127464.22,12150.87,0.0953
32600,20250930,2690,36,31-60,False,2,130201.57,25796.05,0.1981
32601,20251031,2690,50,31-60,False,2,132938.93,25550.18,0.1922
32602,20251130,2690,82,61-90,False,2,135676.28,27042.27,0.1993
32603,20251231,2690,113,90+,True,3,138413.63,66342.58,0.4793
32604,20240531,2691,0,Current,False,1,203069.02,6343.65,0.0312
32605,20240630,2691,0,Current,False,1,188244.23,8226.68,0.0437
32606,20240731,2691,0,Current,False,1,180922.2,2637.86,0.0146
32607,20240831,2691,0,Current,False,1,184791.22,5217.11,0.0282
32608,20240930,2691,0,Current,False,1,180119.5,3312.22,0.0184
32609,20241031,2691,0,Current,False,1,172503.75,1725.04,0.01
32610,20241130,2691,0,Current,False,1,166222.81,5028.49,0.0303
32611,20241231,2691,0,Current,False,1,158075.06,4156.04,0.0263
32612,20250131,2691,0,Current,False,1,153630.79,7287.8,0.0474
32613,20250228,2691,0,Current,False,1,149662.27,2081.18,0.0139
32614,20250331,2691,0,Current,False,1,136609.13,1366.09,0.01
32615,20250430,2691,0,Current,False,1,140478.15,1404.78,0.01
32616,20250531,2691,0,Current,False,1,123506.75,3728.4,0.0302
32617,20250630,2691,0,Current,False,1,116690.49,3336.85,0.0286
32618,20250731,2691,0,Current,False,1,106774.95,3247.89,0.0304
32619,20250831,2691,0,Current,False,1,104921.56,2206.36,0.021
32620,20250930,2691,0,Current,False,1,98143.82,4196.19,0.0428
32621,20251031,2691,0,Current,False,1,91079.06,3809.79,0.0418
32622,20251130,2691,0,Current,False,1,83649.18,5040.25,0.0603
32623,20251231,2691,0,Current,False,1,87518.2,3592.15,0.041
32624,20240630,2692,0,Current,False,1,108244.96,2220.5,0.0205
32625,20240731,2692,0,Current,False,1,92722.35,927.22,0.01
32626,20240831,2692,0,Current,False,1,79523.12,2295.41,0.0289
32627,20240930,2692,0,Current,False,1,69467.66,694.68,0.01
32628,20241031,2692,0,Current,False,1,56682.42,1018.67,0.018
32629,20241130,2692,0,Current,False,1,0.0,0.0,0.0787
32630,20241231,2692,0,Current,False,1,0.0,0.0,0.0419
32631,20250131,2692,0,Current,False,1,0.0,0.0,0.0672
32632,20250228,2692,0,Current,False,1,0.0,0.0,0.0517
32633,20250331,2692,0,Current,False,1,0.0,0.0,0.0313
32634,20250430,2692,0,Current,False,1,0.0,0.0,0.0577
32635,20250531,2692,0,Current,False,1,0.0,0.0,0.0296
32636,20250630,2692,0,Current,False,1,0.0,0.0,0.0424
32637,20250731,2692,0,Current,False,1,0.0,0.0,0.0475
32638,20250831,2692,0,Current,False,1,0.0,0.0,0.0165
32639,20250930,2692,0,Current,False,1,0.0,0.0,0.0298
32640,20251031,2692,0,Current,False,1,0.0,0.0,0.01
32641,20251130,2692,0,Current,False,1,0.0,0.0,0.0356
32642,20251231,2692,0,Current,False,1,0.0,0.0,0.0134
32643,20240131,2693,16,1-30,False,1,302030.22,3020.3,0.01
32644,20240229,2693,4,1-30,False,1,263379.75,5668.44,0.0215
32645,20240331,2693,0,Current,False,1,243229.5,2432.29,0.01
32646,20240430,2693,0,Current,False,1,219706.07,2197.06,0.01
32647,20240531,2693,31,31-60,False,2,215609.16,38591.23,0.179
32648,20240630,2693,55,31-60,False,2,228239.37,35235.61,0.1544
32649,20240731,2693,81,61-90,False,2,240869.59,35675.21,0.1481
32650,20240831,2693,98,90+,True,3,253499.8,112358.9,0.4432
32651,20240930,2693,122,90+,True,3,266130.02,113061.31,0.4248
32652,20241031,2693,154,90+,True,3,278760.23,124475.42,0.4465
32653,20241130,2693,186,90+,True,3,291390.45,126162.33,0.433
32654,20241231,2693,201,90+,True,3,304020.67,136019.56,0.4474
32655,20250131,2693,215,90+,True,3,316650.88,142844.45,0.4511
32656,20250228,2693,227,90+,True,3,329281.1,148292.41,0.4504
32657,20250331,2693,252,90+,True,3,341911.31,163608.82,0.4785
32658,20250430,2693,284,90+,True,3,354541.53,164733.44,0.4646
32659,20250531,2693,317,90+,True,3,367171.74,184602.78,0.5028
32660,20250630,2693,344,90+,True,3,379801.96,168426.4,0.4435
32661,20250731,2693,360,90+,True,3,392432.17,174073.87,0.4436
32662,20250831,2693,360,90+,True,3,405062.39,191240.53,0.4721
32663,20250930,2693,360,90+,True,3,417692.61,191025.91,0.4573
32664,20251031,2693,360,90+,True,3,430322.82,199524.44,0.4637
32665,20251130,2693,360,90+,True,3,442953.04,203637.41,0.4597
32666,20251231,2693,360,90+,True,3,455583.25,213986.53,0.4697
