loan_id,customer_id,branch_id,product_id,origination_date_key,maturity_date_key,original_principal,annual_interest_rate,term_months,repayment_frequency,status,scheduled_installment
2322,146,3,7,20241230,20250728,131500.0,0.15,7,Monthly,Active,19736.67
2323,1884,13,6,20250213,20270104,61100.0,0.2519,23,Bi-Weekly,Active,3376.48
2324,1950,3,1,20241101,20260624,270700.0,0.3063,20,Monthly,Closed,17450.86
2325,129,14,7,20250714,20261106,169800.0,0.1646,16,Monthly,Active,11891.94
2326,529,14,6,20251206,20280723,115000.0,0.2324,32,Monthly,Closed,4855.23
2327,10,8,2,20240229,20250524,265900.0,0.252,15,Monthly,Closed,20848.93
2328,1415,9,6,20240219,20260708,126000.0,0.3033,29,Bi-Weekly,Active,6182.28
2329,437,18,5,20240719,20250316,151900.0,0.3326,8,Monthly,Active,21431.19
2330,2292,15,8,20250304,20250403,136500.0,0.4269,1,Monthly,Active,141355.99
2331,228,12,3,20240201,20240630,95200.0,0.3385,5,Monthly,Active,20681.13
2332,1624,3,3,20240521,20250317,53300.0,0.3545,10,Monthly,Active,6233.78
2333,1968,11,1,20241025,20250920,296700.0,0.3652,11,Monthly,Active,32143.59
2334,446,1,7,20241001,20260424,228600.0,0.2784,19,Weekly,Active,15014.36
2335,632,5,8,20250910,20251209,58300.0,0.422,3,Bi-Weekly,Active,20815.89
2336,1992,13,6,20250203,20260129,249700.0,0.2662,12,Bi-Weekly,Active,23929.27
2337,232,8,3,20250929,20260726,87400.0,0.3219,10,Monthly,Active,10080.62
2338,1104,18,8,20250709,20260105,244400.0,0.4472,6,Monthly,Active,46208.18
2339,626,17,3,20241029,20250626,15000.0,0.2932,8,Monthly,Closed,2086.96
2340,33,2,6,20251215,20270310,525700.0,0.3234,15,Monthly,Active,43070.34
2341,1129,16,5,20250908,20260406,73000.0,0.3349,7,Monthly,Active,11624.77
2342,1217,16,7,20241226,20261216,114300.0,0.2068,24,Monthly,Closed,5855.43
2343,868,2,8,20250913,20251112,92700.0,0.3758,2,Weekly,Active,48538.48
2344,2032,7,3,20240706,20241103,156800.0,0.2803,4,Monthly,Active,41515.54
2345,241,18,1,20240601,20260122,162400.0,0.2916,20,Monthly,Active,10348.73
2346,1075,1,2,20250801,20260428,377000.0,0.2891,9,Weekly,Active,47094.79
2347,452,2,6,20250730,20260725,495800.0,0.2589,12,Bi-Weekly,Closed,47337.31
2348,1897,10,3,20240610,20250406,71200.0,0.3684,10,Monthly,Active,8376.66
2349,1392,18,2,20250705,20260501,330100.0,0.2328,10,Monthly,Active,36633.62
2350,1764,6,7,20250106,20250903,91500.0,0.168,8,Monthly,Active,12169.75
2351,269,14,6,20250212,20260309,328300.0,0.2876,13,Monthly,Active,29690.97
2352,1143,13,2,20250910,20260508,433000.0,0.2704,8,Monthly,Active,59755.88
2353,127,3,6,20240427,20250721,212200.0,0.2856,15,Monthly,Active,16987.71
2354,809,6,6,20241022,20251017,468200.0,0.2845,12,Monthly,Active,45287.25
2355,2364,12,8,20240730,20241028,156600.0,0.4481,3,Monthly,Active,56146.1
2356,1817,9,8,20250211,20250711,104500.0,0.4028,5,Monthly,Active,23050.93
2357,196,5,8,20240425,20240724,149400.0,0.3859,3,Bi-Weekly,Restructured,53036.76
2358,923,4,8,20240328,20240427,139900.0,0.366,1,Monthly,Closed,144166.95
2359,2178,11,7,20250523,20270314,27300.0,0.2382,22,Monthly,Closed,1543.6
2360,426,15,6,20240210,20260430,222900.0,0.2672,27,Weekly,Restructured,11073.24
2361,1893,8,5,20241101,20251027,43000.0,0.3302,12,Monthly,Active,4256.08
2362,803,17,7,20251221,20270515,97900.0,0.2316,17,Monthly,Closed,6810.03
2363,1193,13,8,20251231,20260331,227600.0,0.4616,3,Monthly,Restructured,81776.76
2364,2193,8,1,20240510,20250803,319700.0,0.3075,15,Bi-Weekly,Active,25939.9
2365,1682,13,2,20251108,20260507,78100.0,0.2459,6,Bi-Weekly,Active,13966.01
2366,709,9,4,20240902,20260125,98100.0,0.2198,17,Monthly,Active,6767.84
2367,23,14,3,20240525,20241221,156400.0,0.3063,7,Monthly,Active,24681.53
2368,588,18,5,20250103,20250602,123500.0,0.3293,5,Monthly,Active,26770.12
2369,1045,15,3,20241223,20251118,94400.0,0.3095,11,Monthly,Active,9966.14
2370,334,3,7,20240930,20260920,21000.0,0.2273,24,Monthly,Active,1097.03
2371,2206,2,8,20241108,20250206,115500.0,0.3974,3,Monthly,Active,41077.67
2372,138,15,3,20240312,20250205,179800.0,0.3608,11,Monthly,Active,19439.5
2373,1352,16,7,20240711,20250507,138800.0,0.1965,10,Monthly,Active,15160.51
2374,2442,11,1,20240523,20260413,143800.0,0.289,23,Monthly,Active,8215.94
2375,838,5,7,20251112,20270605,260400.0,0.2383,19,Monthly,Restructured,16587.08
2376,1342,16,6,20241226,20270614,304200.0,0.2806,30,Monthly,Closed,14222.48
2377,184,9,6,20250203,20270325,351000.0,0.2762,26,Monthly,Active,18090.21
2378,1825,6,4,20241116,20270604,67000.0,0.221,31,Weekly,Closed,2855.95
2379,2444,7,1,20251008,20270131,382800.0,0.344,16,Monthly,Closed,30165.24
2380,1933,6,7,20250806,20270727,165700.0,0.2092,24,Monthly,Closed,8508.09
2381,374,6,1,20250519,20261110,287800.0,0.3375,18,Monthly,Closed,20595.26
2382,881,6,4,20240815,20260407,27900.0,0.213,20,Monthly,Active,1669.45
2383,1809,13,2,20240813,20250410,381300.0,0.2827,8,Monthly,Active,52852.51
2384,1998,1,7,20251118,20271009,180600.0,0.2071,23,Weekly,Closed,9580.12
2385,1009,7,5,20251110,20260208,135700.0,0.3665,3,Monthly,Closed,48024.04
2386,2404,4,5,20240725,20241023,91700.0,0.369,3,Monthly,Active,32465.49
2387,509,12,3,20240902,20241231,134800.0,0.2918,4,Bi-Weekly,Active,35773.29
2388,1855,18,7,20240830,20250427,105400.0,0.2022,8,Monthly,Active,14193.46
2389,1242,15,2,20250727,20260423,523500.0,0.2787,9,Monthly,Active,65127.9
2390,1780,5,6,20251124,20271114,233200.0,0.3135,24,Weekly,Active,13201.47
2391,1491,10,8,20251010,20251209,25100.0,0.4376,2,Monthly,Active,13240.58
2392,1081,1,3,20250906,20260504,113900.0,0.3231,8,Monthly,Active,16015.98
2393,2039,8,6,20240911,20260802,234700.0,0.3262,23,Weekly,Active,13858.29
2394,2104,6,3,20240819,20250317,228200.0,0.3003,7,Monthly,Active,35943.88
2395,2044,10,8,20251011,20251110,15000.0,0.3552,1,Monthly,Active,15444.0
2396,223,8,8,20241015,20250212,75100.0,0.3917,4,Monthly,Active,20331.72
2397,1058,13,3,20240606,20241203,153300.0,0.3559,6,Monthly,Active,28266.76
2398,1875,10,2,20250907,20260902,402200.0,0.2174,12,Monthly,Active,37593.35
2399,2167,17,1,20241216,20250714,335600.0,0.2559,7,Bi-Weekly,Active,52118.64
2400,905,2,6,20240303,20261118,579000.0,0.2284,33,Weekly,Active,23789.8
2401,1852,18,8,20251017,20260316,147700.0,0.4221,5,Monthly,Active,32729.01
2402,1415,15,2,20240803,20250530,225600.0,0.2066,10,Weekly,Closed,24750.92
2403,552,13,7,20240813,20250808,188400.0,0.2165,12,Monthly,Active,17601.46
2404,2233,15,7,20250123,20260118,15000.0,0.1902,12,Monthly,Active,1382.49
2405,1112,1,4,20240716,20270701,15000.0,0.1969,36,Monthly,Active,555.09
2406,1513,4,2,20250828,20261121,367200.0,0.22,15,Monthly,Active,28222.41
2407,722,1,6,20250520,20270410,353700.0,0.2862,23,Monthly,Active,20158.04
2408,64,15,5,20250216,20251113,133400.0,0.3174,9,Monthly,Active,16850.63
2409,1133,7,7,20240526,20241222,51800.0,0.1999,7,Weekly,Closed,7901.23
2410,1807,7,5,20241224,20251119,147800.0,0.352,11,Monthly,Active,15914.92
2411,818,11,1,20240718,20251210,330400.0,0.3184,17,Monthly,Closed,24399.48
2412,2323,8,2,20251204,20260930,246300.0,0.278,10,Monthly,Closed,27875.99
2413,1876,12,4,20250802,20271021,136600.0,0.2249,27,Monthly,Active,6493.09
2414,1606,17,4,20240326,20240922,147800.0,0.1885,6,Monthly,Closed,26005.24
2415,2017,6,3,20250120,20250917,80000.0,0.334,8,Monthly,Active,11292.58
2416,2154,17,8,20250724,20260120,89200.0,0.4197,6,Monthly,Active,16738.63
2417,1804,10,3,20250117,20251113,163200.0,0.3146,10,Monthly,Active,18764.45
2418,2064,7,6,20240402,20250427,252000.0,0.2714,13,Monthly,Active,22590.6
2419,1784,17,3,20240412,20250107,37100.0,0.3943,9,Monthly,Active,4828.62
2420,2154,9,8,20250619,20251116,143600.0,0.3612,5,Monthly,Active,31364.67
2421,260,3,8,20250118,20250518,186900.0,0.4148,4,Monthly,Active,50831.4
2422,861,6,7,20250131,20260126,205500.0,0.2314,12,Monthly,Active,19346.57
2423,2220,16,7,20240716,20260107,162600.0,0.1898,18,Bi-Weekly,Active,10450.94
2424,1186,10,6,20240712,20260503,450900.0,0.2749,22,Monthly,Active,26321.17
2425,38,11,5,20241024,20251019,134400.0,0.328,12,Monthly,Restructured,13288.07
2426,2121,13,5,20250201,20251228,93600.0,0.34,11,Monthly,Active,10022.89
2427,1640,4,1,20241208,20261029,15000.0,0.327,23,Bi-Weekly,WrittenOff,886.32
2428,2276,2,8,20251004,20260102,212800.0,0.3941,3,Monthly,Active,75642.65
2429,41,8,8,20240518,20241015,48500.0,0.4933,5,Monthly,Active,10928.36
2430,368,17,5,20241211,20250410,39100.0,0.3264,4,Monthly,Active,10448.62
2431,1277,3,7,20240620,20260210,31700.0,0.2413,20,Monthly,Active,1940.7
2432,454,13,4,20240105,20260524,318800.0,0.2363,29,Monthly,Active,14534.12
2433,1302,18,1,20241030,20260622,302900.0,0.3033,20,Bi-Weekly,Active,19480.67
2434,868,2,7,20240211,20240809,36700.0,0.2441,6,Monthly,Closed,6559.45
2435,526,3,5,20240929,20250427,59200.0,0.292,7,Monthly,Active,9300.09
2436,1926,16,8,20250407,20250606,119900.0,0.4128,2,Monthly,Active,63060.86
2437,98,2,2,20241001,20260223,315100.0,0.2285,17,Monthly,Active,21871.28
2438,2188,14,4,20250510,20270301,142300.0,0.2069,22,Monthly,Active,7827.24
2439,385,15,6,20240803,20261022,171400.0,0.2655,27,Monthly,WrittenOff,8499.88
2440,1451,6,2,20241020,20250915,288100.0,0.2211,11,Monthly,Active,29174.36
2441,2479,6,8,20251001,20251031,71100.0,0.3504,1,Monthly,Active,73176.12
2442,284,10,5,20240626,20250323,137100.0,0.3517,9,Monthly,Restructured,17551.53
2443,2318,10,2,20250101,20260126,256800.0,0.248,13,Monthly,WrittenOff,22728.35
2444,760,16,6,20250607,20270227,198500.0,0.271,21,Monthly,Closed,11974.67
2445,1853,11,8,20240921,20250119,175100.0,0.4228,4,Monthly,Closed,47697.58
2446,2143,18,3,20240810,20250308,166800.0,0.3336,7,Monthly,Active,26550.92
2447,580,5,5,20250525,20260219,68600.0,0.332,9,Monthly,Active,8714.96
2448,869,6,6,20240224,20251016,436800.0,0.3715,20,Monthly,Active,29620.57
2449,2153,5,2,20240713,20251105,325500.0,0.2805,16,Weekly,Active,24618.76
2450,258,12,5,20241026,20250921,144100.0,0.4133,11,Monthly,Closed,15959.54
2451,272,1,5,20240607,20250103,122000.0,0.3276,7,Monthly,Active,19383.0
2452,756,16,3,20250129,20250529,125000.0,0.3275,4,Monthly,Active,33410.86
2453,1508,14,3,20250328,20260122,21700.0,0.2829,10,Bi-Weekly,Closed,2461.19
2454,2017,18,6,20251206,20281021,349900.0,0.2701,35,Weekly,Active,14553.27
2455,1407,18,7,20250315,20261006,147300.0,0.1825,19,Monthly,Active,8984.99
2456,1234,2,4,20250308,20260731,124100.0,0.3099,17,Weekly,Closed,9111.7
2457,2178,14,2,20250614,20260709,15000.0,0.2292,13,Monthly,Active,1313.95
2458,429,10,7,20240601,20250527,174300.0,0.193,12,Bi-Weekly,Active,16087.86
2459,2255,14,2,20241209,20260403,140600.0,0.2064,16,Monthly,Active,10126.94
2460,782,16,1,20250831,20270324,332300.0,0.316,19,Weekly,Active,22452.71
2461,690,11,3,20240508,20250202,259000.0,0.293,9,Bi-Weekly,Active,32403.98
2462,2384,1,7,20240801,20250826,99800.0,0.2276,13,Bi-Weekly,Closed,8734.43
2463,1615,16,7,20240609,20250306,155100.0,0.15,9,Monthly,Active,18328.25
2464,1080,8,3,20251202,20260829,142300.0,0.3164,9,Monthly,Active,17967.81
2465,826,9,5,20240915,20250314,113700.0,0.2846,6,Monthly,Active,20553.72
2466,1104,11,8,20240825,20250221,128300.0,0.3853,6,Monthly,Closed,23849.62
2467,1980,17,6,20250819,20260913,237300.0,0.2714,13,Monthly,Active,21272.81
2468,383,10,7,20251026,20270817,47600.0,0.182,22,Monthly,Closed,2560.86
2469,436,4,1,20240104,20250826,440900.0,0.285,20,Monthly,Active,27949.6
2470,762,14,2,20251004,20260929,302600.0,0.2791,12,Monthly,Closed,29189.39
2471,1206,12,1,20250531,20270521,349700.0,0.3652,24,Bi-Weekly,Active,20745.39
2472,2037,2,8,20250923,20260220,151900.0,0.4102,5,Monthly,Restructured,33565.25
2473,527,10,3,20240304,20240702,208300.0,0.2942,4,Monthly,Active,55305.41
2474,1966,15,4,20240129,20250722,48300.0,0.2219,18,Monthly,Closed,3179.14
2475,2270,16,5,20240902,20250729,93700.0,0.3294,11,Monthly,Active,9984.35
2476,1089,6,5,20250913,20260710,112700.0,0.3667,10,Monthly,Active,13249.55
2477,2404,10,1,20241230,20250926,405100.0,0.3086,9,Monthly,Closed,50994.56
2478,2235,15,8,20250611,20250810,333800.0,0.3527,2,Monthly,Active,174293.73
2479,1993,11,4,20240628,20270414,152600.0,0.2529,34,Monthly,Closed,6331.86
2480,951,8,8,20240901,20241001,67100.0,0.429,1,Weekly,Active,69498.83
2481,752,4,7,20251003,20270923,24300.0,0.2449,24,Monthly,Closed,1290.72
2482,2161,1,6,20241224,20270113,175200.0,0.2645,25,Monthly,Active,9190.34
2483,1104,13,6,20250723,20280309,196100.0,0.289,32,Weekly,Active,8859.85
2484,79,18,8,20250412,20250611,15000.0,0.3645,2,Bi-Weekly,Closed,7843.42
2485,1793,11,3,20240508,20241204,92700.0,0.3185,7,Monthly,Active,14685.62
2486,869,15,3,20251120,20260916,190200.0,0.3319,10,Monthly,Active,22031.6
2487,2340,13,6,20251122,20270317,332100.0,0.2609,16,Monthly,Active,24797.94
2488,2138,7,2,20250724,20260219,219000.0,0.2603,7,Monthly,Active,34058.5
2489,261,10,7,20241209,20260503,15000.0,0.205,17,Monthly,Closed,1024.13
2490,2254,5,1,20241109,20250508,376000.0,0.2865,6,Monthly,Active,68006.18
2491,2375,5,8,20240805,20250201,160900.0,0.4419,6,Monthly,Active,30377.08
2492,1892,11,3,20250416,20260210,139100.0,0.313,10,Monthly,Closed,15982.49
2493,689,12,1,20240814,20260307,15000.0,0.304,19,Bi-Weekly,Active,1004.43
2494,1675,18,5,20240515,20250110,67900.0,0.296,8,Monthly,Closed,9456.38
2495,2171,5,3,20240214,20241110,170400.0,0.3356,9,Weekly,Restructured,21678.11
2496,2039,6,3,20241105,20251031,138000.0,0.3057,12,Monthly,Closed,13491.94
2497,1078,3,4,20250819,20260215,135400.0,0.2487,6,Weekly,Active,24231.57
2498,1769,18,5,20250801,20251229,120800.0,0.3007,5,Bi-Weekly,Closed,26006.19
2499,965,15,2,20250912,20261206,268600.0,0.2629,15,Monthly,Active,21203.53
2500,636,6,1,20250319,20251114,328000.0,0.2345,8,Monthly,Active,44686.81
2501,1683,18,4,20250926,20261021,52500.0,0.2385,13,Monthly,Closed,4622.4
2502,1166,13,3,20250726,20251123,54400.0,0.3148,4,Monthly,Closed,14503.48
2503,563,9,5,20250812,20251110,111500.0,0.352,3,Monthly,Active,39368.12
2504,1652,7,6,20250107,20261128,429200.0,0.262,23,Monthly,Closed,23935.62
2505,805,11,5,20240303,20241128,113400.0,0.3115,9,Bi-Weekly,Closed,14291.2
2506,1470,2,1,20241004,20250502,265800.0,0.287,7,Monthly,Active,41689.85
2507,904,4,8,20250911,20260310,94100.0,0.4058,6,Monthly,Active,17591.0
2508,2213,17,6,20250626,20280112,353800.0,0.2973,31,Bi-Weekly,Closed,16485.32
2509,2127,4,1,20240110,20250703,295500.0,0.3091,18,Bi-Weekly,Active,20722.36
2510,1185,3,7,20240309,20241005,155100.0,0.1719,7,Monthly,Active,23444.8
2511,1777,16,8,20250426,20250824,328600.0,0.4551,4,Monthly,Active,90083.75
2512,445,18,5,20251216,20261211,48600.0,0.35,12,Monthly,Closed,4858.2
2513,2494,15,7,20250618,20260414,378100.0,0.1813,10,Monthly,Closed,41022.5
2514,537,2,8,20251124,20260324,19500.0,0.4127,4,Monthly,Closed,5301.23
2515,2168,16,8,20240218,20240617,150900.0,0.4077,4,Weekly,Closed,40982.78
2516,2116,5,8,20251005,20260304,24400.0,0.3947,5,Monthly,Closed,5371.92
2517,446,1,2,20240403,20250826,286700.0,0.2412,17,Monthly,Active,20077.12
2518,22,17,1,20251008,20260605,367900.0,0.3295,8,Monthly,Active,51849.27
2519,1843,5,6,20251213,20270107,325200.0,0.3318,13,Weekly,Active,30120.67
2520,2173,12,6,20250108,20260304,475700.0,0.2189,14,Monthly,Active,38809.15
2521,1791,2,5,20250124,20250623,70900.0,0.3769,5,Monthly,Active,15543.65
2522,139,4,2,20241229,20251025,15000.0,0.2506,10,Monthly,Active,1677.62
2523,1614,16,8,20250208,20250807,170100.0,0.4071,6,Monthly,Active,31809.73
2524,980,11,4,20250822,20270613,122500.0,0.2605,22,Monthly,Active,7062.35
2525,2290,18,6,20240724,20270110,243300.0,0.2004,30,Monthly,Active,10376.63
2526,2001,4,5,20240726,20250323,71500.0,0.3644,8,Monthly,Active,10201.39
2527,1998,17,8,20251208,20260606,152500.0,0.4385,6,Monthly,Active,28764.5
2528,1020,16,6,20250913,20270506,189700.0,0.2593,20,Monthly,Closed,11782.27
2529,806,17,6,20250129,20270519,380000.0,0.2382,28,Monthly,Closed,17821.39
2530,2056,1,7,20240526,20250421,215100.0,0.2492,11,Monthly,Active,22074.44
2531,288,2,1,20251129,20260925,497200.0,0.2473,10,Weekly,Active,55527.87
2532,251,10,6,20251004,20280918,544700.0,0.2926,36,Monthly,Active,22903.15
2533,156,3,5,20240828,20241126,97300.0,0.3707,3,Monthly,Closed,34457.49
2534,1279,2,7,20250130,20251226,140600.0,0.2119,11,Monthly,Active,14175.54
2535,189,15,2,20241102,20250928,202000.0,0.2669,11,Monthly,Active,20904.02
2536,1457,13,5,20250908,20260106,69000.0,0.332,4,Monthly,Active,18459.4
2537,419,16,3,20250517,20260313,201000.0,0.3339,10,Monthly,Active,23302.53
2538,2228,17,1,20241226,20251221,213100.0,0.2787,12,Weekly,Active,20551.87
2539,1081,3,5,20251208,20260706,106500.0,0.3226,7,Monthly,Active,16893.7
2540,235,15,1,20250320,20260213,134500.0,0.3011,11,Monthly,Active,14144.03
2541,1735,1,1,20241219,20261010,414400.0,0.2538,22,Monthly,Active,23752.26
2542,847,7,5,20251108,20260606,75500.0,0.3573,7,Monthly,Active,12107.96
2543,655,6,8,20241124,20250423,207000.0,0.3256,5,Monthly,WrittenOff,44830.09
2544,1649,5,6,20241101,20270120,207400.0,0.2909,27,Bi-Weekly,Active,10557.17
2545,2390,13,1,20241011,20261001,159200.0,0.3137,24,Weekly,Closed,9013.97
2546,2450,3,1,20240610,20251102,409400.0,0.2762,17,Weekly,Active,29372.98
2547,1089,15,4,20240723,20270708,69900.0,0.183,36,Monthly,Closed,2537.58
2548,2121,16,4,20240307,20260526,15000.0,0.2078,27,Monthly,Closed,700.23
2549,524,12,1,20250616,20260112,125200.0,0.3192,7,Monthly,Active,19838.68
2550,2117,2,3,20250307,20250804,200000.0,0.3304,5,Monthly,Active,43363.81
2551,2356,11,2,20251112,20270307,341300.0,0.2167,16,Monthly,Active,24751.81
2552,1293,12,5,20250322,20250620,55700.0,0.3432,3,Monthly,Closed,19638.66
2553,1308,7,6,20240228,20250622,218900.0,0.2879,16,Monthly,Active,16636.23
2554,1411,7,4,20250329,20270915,173800.0,0.2266,30,Bi-Weekly,Active,7641.51
2555,183,9,5,20240508,20241104,149200.0,0.3104,6,Bi-Weekly,Closed,27165.82
2556,2147,18,2,20240128,20240924,241700.0,0.2547,8,Weekly,Active,33168.85
2557,1845,1,7,20250429,20260124,164300.0,0.2275,9,Monthly,Active,20029.34
2558,2175,10,1,20240121,20241216,354800.0,0.3161,11,Bi-Weekly,Restructured,37572.99
2559,289,6,5,20241026,20250921,186900.0,0.3523,11,Monthly,WrittenOff,20127.95
2560,2006,10,3,20251016,20260613,59100.0,0.3693,8,Monthly,Active,8446.72
2561,907,1,4,20240706,20270522,66500.0,0.225,35,Monthly,Active,2608.28
2562,2047,17,5,20250523,20260319,67200.0,0.3147,10,Monthly,Active,7726.87
2563,2485,9,6,20241002,20260326,452400.0,0.2548,18,Monthly,Active,30504.24
2564,2200,18,8,20240323,20240422,99800.0,0.4053,1,Bi-Weekly,Restructured,103170.75
2565,2289,3,5,20240524,20250519,104100.0,0.2969,12,Monthly,Active,10132.54
2566,285,11,2,20240224,20250718,264600.0,0.2407,17,Weekly,Active,18523.05
2567,822,13,5,20240420,20240818,90100.0,0.3539,4,Monthly,Closed,24209.88
2568,732,15,5,20240428,20241025,94800.0,0.3751,6,Monthly,Active,17572.9
2569,1285,1,7,20251007,20270530,202400.0,0.1537,20,Weekly,Restructured,11535.81
2570,2441,12,5,20250812,20260807,46300.0,0.343,12,Monthly,Active,4612.15
2571,1715,3,7,20240915,20260806,108100.0,0.198,23,Bi-Weekly,Active,5686.31
2572,1362,8,6,20250612,20270103,125600.0,0.2811,19,Monthly,Restructured,8266.26
2573,2013,1,5,20240529,20250424,100200.0,0.3442,11,Monthly,Active,10750.53
2574,442,2,3,20250411,20260205,126300.0,0.319,10,Monthly,Closed,14549.2
2575,1652,14,3,20240527,20250122,214800.0,0.3618,8,Monthly,Active,30619.0
2576,1258,13,1,20250413,20260508,249400.0,0.3373,13,Monthly,Closed,23168.17
2577,509,17,5,20240918,20250814,70000.0,0.4043,11,Monthly,Active,7720.93
2578,1615,13,8,20250919,20260318,100300.0,0.3997,6,Monthly,Closed,18718.66
2579,2102,11,1,20250902,20270724,456800.0,0.2877,23,Monthly,Restructured,26068.78
2580,2071,3,8,20240831,20241129,15000.0,0.371,3,Weekly,Active,5312.3
2581,2108,14,7,20240131,20241226,69800.0,0.1844,11,Weekly,Active,6945.37
2582,2031,5,4,20240823,20270410,122900.0,0.2414,32,Monthly,Closed,5245.73
2583,1173,2,3,20240725,20250121,95500.0,0.3461,6,Monthly,WrittenOff,17561.44
2584,124,14,5,20241106,20250902,112100.0,0.3603,10,Monthly,Active,13143.22
2585,2414,11,7,20250223,20260519,115500.0,0.1801,15,Monthly,WrittenOff,8656.62
2586,1134,3,1,20251224,20270518,280700.0,0.2802,17,Monthly,Closed,20194.74
2587,1582,10,4,20240215,20250209,129400.0,0.2787,12,Bi-Weekly,Closed,12479.65
2588,52,13,1,20250209,20251206,237600.0,0.275,10,Monthly,Active,26856.44
2589,2222,9,6,20240505,20260823,113500.0,0.3225,28,Monthly,Active,5820.0
2590,2221,13,1,20250203,20251130,271100.0,0.3121,10,Monthly,Closed,31137.16
2591,2321,10,3,20250410,20260204,16600.0,0.298,10,Weekly,Closed,1895.06
2592,435,7,6,20250814,20280729,212500.0,0.2445,36,Monthly,Active,8387.27
2593,2108,5,7,20250213,20250911,159100.0,0.1793,7,Monthly,Active,24107.13
2594,1563,5,2,20240510,20251101,392800.0,0.2625,18,Monthly,Closed,26634.49
2595,366,15,5,20251029,20260226,195700.0,0.3127,4,Monthly,Active,52153.25
2596,1427,7,2,20241023,20250521,198600.0,0.2966,7,Monthly,Active,31244.87
2597,1192,13,5,20241216,20251111,51100.0,0.3338,11,Monthly,Active,5456.18
2598,1564,7,1,20250413,20260108,312700.0,0.321,9,Monthly,Active,39554.93
2599,210,10,7,20240712,20260103,269600.0,0.2186,18,Monthly,Active,17702.15
2600,1409,11,1,20251223,20260820,433900.0,0.3487,8,Weekly,Active,61566.53
2601,1694,9,5,20240202,20240502,43400.0,0.3269,3,Monthly,Active,15261.92
2602,1789,14,4,20240422,20250417,108800.0,0.2232,12,Bi-Weekly,Closed,10199.83
2603,1923,17,2,20251224,20261219,352000.0,0.208,12,Monthly,Active,32742.27
2604,1566,16,5,20241126,20250425,131400.0,0.3431,5,Weekly,Active,28576.52
2605,1754,17,2,20251014,20260611,321000.0,0.2842,8,Monthly,Closed,44518.03
2606,226,1,5,20251023,20260918,69800.0,0.3466,11,Monthly,Active,7497.22
2607,1995,14,6,20251224,20270418,413300.0,0.3494,16,Monthly,WrittenOff,32681.37
2608,917,14,4,20250614,20260209,194300.0,0.2356,8,Monthly,Active,26481.96
2609,1370,8,3,20250514,20250911,74800.0,0.3038,4,Bi-Weekly,Restructured,19898.35
2610,1367,6,4,20250324,20271209,226400.0,0.2337,33,Monthly,Closed,9364.07
2611,2441,1,8,20250514,20250812,199400.0,0.3561,3,Monthly,Restructured,70449.91
2612,813,16,7,20240706,20260626,60600.0,0.176,24,Monthly,Active,3013.7
2613,961,16,1,20250818,20270510,361000.0,0.2635,21,Bi-Weekly,Active,21642.28
2614,1901,2,3,20240516,20241112,196900.0,0.3205,6,Monthly,Closed,35951.69
2615,1586,11,1,20241216,20260907,352100.0,0.2982,21,Weekly,Active,21723.18
2616,795,10,2,20240930,20250826,439100.0,0.2862,11,Monthly,Active,45854.62
2617,861,4,7,20250710,20261102,119200.0,0.197,16,Bi-Weekly,Active,8531.86
2618,2072,10,7,20240705,20251028,146500.0,0.1699,16,Monthly,Closed,10296.86
2619,2090,15,4,20240530,20261017,15000.0,0.2668,29,Monthly,Closed,707.32
2620,367,6,6,20250813,20270105,498500.0,0.1917,17,Monthly,Closed,33717.49
2621,1000,14,3,20241221,20250420,211400.0,0.3212,4,Bi-Weekly,Active,56433.25
2622,1924,18,4,20250610,20270928,228500.0,0.2265,28,Monthly,WrittenOff,10581.28
2623,297,9,7,20251004,20270924,45100.0,0.1997,24,Monthly,Closed,2294.74
2624,459,2,3,20250902,20260530,207300.0,0.335,9,Monthly,Active,26366.31
2625,397,6,3,20241019,20250318,211300.0,0.3233,5,Monthly,Active,45736.18
2626,1321,3,2,20240505,20241201,171900.0,0.265,7,Monthly,Active,26773.72
2627,1128,7,2,20251202,20261227,376700.0,0.2319,13,Monthly,Active,33046.68
2628,802,12,1,20240814,20260705,305600.0,0.2562,23,Monthly,Active,16953.72
2629,340,4,7,20250716,20261208,15000.0,0.1986,17,Monthly,Active,1019.52
2630,1594,10,7,20250715,20260610,166800.0,0.1692,11,Monthly,Active,16476.4
2631,2019,18,4,20241119,20261209,58600.0,0.1981,25,Monthly,Active,2879.9
2632,532,5,5,20240429,20240827,15000.0,0.3748,4,Monthly,Active,4047.31
2633,1667,16,2,20241211,20251206,294000.0,0.2967,12,Monthly,Closed,28613.51
2634,1989,6,1,20240416,20260406,242200.0,0.3343,24,Monthly,Active,13973.37
2635,1393,12,5,20240914,20250611,153200.0,0.3687,9,Monthly,Active,19742.65
2636,1434,3,2,20241007,20250505,271800.0,0.2518,7,Monthly,Closed,42155.24
2637,418,5,7,20250113,20251010,182300.0,0.2305,9,Monthly,Active,22250.26
2638,2394,16,3,20240516,20240913,175600.0,0.3307,4,Monthly,Active,46965.63
2639,2392,11,6,20250910,20270702,483400.0,0.3384,22,Monthly,Restructured,29787.76
2640,1780,11,3,20240227,20240825,78000.0,0.2925,6,Monthly,Active,14131.31
2641,2257,10,2,20251221,20270614,273800.0,0.2702,18,Monthly,Closed,18669.63
2642,1519,5,5,20240816,20250212,83700.0,0.3021,6,Weekly,Restructured,15204.63
