action_id,loan_id,action_date_key,reference_month_end_date_key,dpd_at_action,action_type,outcome,collector_id,collection_team,amount_recovered
3728,2777,20250826,20250831,360,Phone Call,No Answer,40,In-house,0.0
3729,3092,20250219,20250228,141,Promise to Pay,PTP Given,36,In-house,0.0
3730,3054,20251207,20251231,293,SMS Reminder,PTP Given,6,In-house,0.0
3731,352,20251113,20251130,269,SMS Reminder,No Answer,58,Agency B,0.0
3732,1405,20251109,20251130,65,Phone Call,Reached,35,Agency A,0.0
3733,3485,20250121,20250131,132,Restructure Offer,Paid Full,24,In-house,4509.53
3734,283,20250219,20250228,33,Phone Call,No Answer,1,In-house,0.0
3735,13,20250723,20250731,360,Field Visit,PTP Broken,53,Agency B,0.0
3736,3874,20250606,20250630,245,Phone Call,Escalated,56,Agency A,0.0
3737,2235,20250508,20250531,227,Promise to Pay,Escalated,17,In-house,0.0
3738,1393,20250516,20250531,53,Field Visit,Reached,42,Agency B,0.0
3739,2136,20251218,20251231,72,SMS Reminder,PTP Given,62,In-house,0.0
3740,3524,20251020,20251031,104,Phone Call,Paid Full,45,In-house,16256.13
3741,2661,20251116,20251130,85,Promise to Pay,Reached,4,In-house,0.0
3742,1092,20250620,20250630,32,SMS Reminder,PTP Broken,39,In-house,0.0
3743,3272,20250807,20250831,50,Restructure Offer,Reached,34,In-house,0.0
3744,1967,20250430,20250430,82,Phone Call,Escalated,7,In-house,0.0
3745,4181,20240921,20240930,106,Legal Notice,Reached,38,Agency B,0.0
3746,1322,20250820,20250831,160,SMS Reminder,No Answer,35,Agency B,0.0
3747,3201,20251130,20251130,74,Phone Call,Escalated,6,Agency A,0.0
3748,1011,20250707,20250731,309,SMS Reminder,Reached,63,In-house,0.0
3749,2283,20251024,20251031,210,SMS Reminder,No Answer,35,In-house,0.0
3750,1120,20241124,20241130,140,SMS Reminder,Paid Full,35,In-house,46402.69
3751,828,20250627,20250630,243,SMS Reminder,No Answer,54,In-house,0.0
3752,853,20250120,20250131,350,Demand Letter,Reached,63,In-house,0.0
3753,3433,20250429,20250430,36,Restructure Offer,No Answer,40,In-house,0.0
3754,3339,20250625,20250630,32,Restructure Offer,No Answer,39,In-house,0.0
3755,3212,20241208,20241231,30,SMS Reminder,PTP Given,35,In-house,0.0
3756,1642,20251025,20251031,124,Promise to Pay,PTP Given,46,In-house,0.0
3757,1804,20251026,20251031,72,Field Visit,Reached,20,Agency A,0.0
3758,2461,20241214,20241231,89,Phone Call,Escalated,26,In-house,0.0
3759,1941,20251229,20251231,360,Phone Call,Paid Full,52,In-house,14359.73
3760,3733,20251118,20251130,81,Phone Call,No Answer,48,In-house,0.0
3761,2825,20251228,20251231,223,SMS Reminder,PTP Given,57,Agency A,0.0
3762,2429,20251113,20251130,360,Phone Call,PTP Given,36,In-house,0.0
3763,1133,20250311,20250331,195,SMS Reminder,Paid Full,23,In-house,244137.22
3764,3910,20250329,20250331,108,Phone Call,Reached,41,Agency A,0.0
3765,622,20250816,20250831,262,Field Visit,No Answer,61,In-house,0.0
3766,1632,20240808,20240831,94,Legal Notice,No Answer,41,In-house,0.0
3767,4,20251013,20251031,360,SMS Reminder,PTP Broken,38,Agency B,0.0
3768,3105,20250514,20250531,80,Demand Letter,Paid Full,59,In-house,2387.16
3769,3524,20250814,20250831,53,Promise to Pay,Reached,35,Agency B,0.0
3770,657,20240425,20240430,60,Phone Call,Paid Partial,50,In-house,15611.23
3771,3502,20250819,20250831,214,SMS Reminder,Reached,4,In-house,0.0
3772,1837,20251211,20251231,194,Phone Call,PTP Broken,58,In-house,0.0
3773,3097,20250907,20250930,46,Restructure Offer,PTP Broken,23,In-house,0.0
3774,1770,20240915,20240930,41,Promise to Pay,PTP Given,2,Agency A,0.0
3775,1287,20250511,20250531,58,Phone Call,Reached,19,In-house,0.0
3776,1966,20250324,20250331,189,Field Visit,PTP Given,12,In-house,0.0
3777,1377,20251127,20251130,43,SMS Reminder,Reached,50,In-house,0.0
3778,1948,20251030,20251031,179,Phone Call,PTP Broken,11,In-house,0.0
3779,1271,20240627,20240630,42,Field Visit,Paid Partial,64,In-house,1865.0
3780,3356,20250916,20250930,75,Field Visit,Reached,23,In-house,0.0
3781,2260,20240918,20240930,48,Phone Call,PTP Broken,20,Agency A,0.0
3782,3518,20250907,20250930,66,Promise to Pay,No Answer,47,In-house,0.0
3783,205,20250615,20250630,160,Restructure Offer,PTP Given,37,In-house,0.0
3784,2693,20240516,20240531,31,Phone Call,No Answer,26,In-house,0.0
3785,3080,20250527,20250531,298,Promise to Pay,No Answer,55,In-house,0.0
3786,3188,20250828,20250831,240,SMS Reminder,No Answer,9,Agency B,0.0
3787,3016,20250308,20250331,326,Phone Call,PTP Given,14,In-house,0.0
3788,393,20241122,20241130,75,Phone Call,Paid Partial,13,Agency B,4198.02
3789,3849,20240912,20240930,52,Field Visit,PTP Given,38,In-house,0.0
3790,1516,20251224,20251231,360,SMS Reminder,Reached,36,In-house,0.0
3791,3972,20250319,20250331,172,Field Visit,PTP Given,36,In-house,0.0
3792,3732,20251015,20251031,236,Field Visit,Paid Full,34,In-house,67233.43
3793,2221,20250928,20250930,54,SMS Reminder,Reached,14,In-house,0.0
3794,4023,20251226,20251231,62,SMS Reminder,Escalated,44,In-house,0.0
3795,927,20250406,20250430,58,SMS Reminder,Reached,16,In-house,0.0
3796,3790,20251229,20251231,360,Demand Letter,No Answer,62,In-house,0.0
3797,2938,20241129,20241130,143,Phone Call,No Answer,17,Agency A,0.0
3798,3591,20251025,20251031,50,Phone Call,No Answer,32,In-house,0.0
3799,1823,20241215,20241231,63,SMS Reminder,Reached,11,In-house,0.0
3800,4,20250208,20250228,132,Restructure Offer,Restructured,32,In-house,0.0
3801,2923,20250212,20250228,75,Phone Call,Paid Partial,41,Agency A,3117.77
3802,3307,20251121,20251130,32,Phone Call,PTP Given,29,In-house,0.0
3803,3910,20241220,20241231,46,Phone Call,Paid Full,22,In-house,28478.9
3804,2429,20250824,20250831,308,SMS Reminder,Reached,57,In-house,0.0
3805,2160,20250424,20250430,344,Demand Letter,Reached,49,In-house,0.0
3806,4009,20251109,20251130,322,SMS Reminder,No Answer,40,Agency A,0.0
3807,2105,20240920,20240930,281,Field Visit,Paid Full,38,Agency A,15800.5
3808,272,20250211,20250228,34,Field Visit,Reached,8,In-house,0.0
3809,511,20251028,20251031,30,SMS Reminder,PTP Broken,24,In-house,0.0
3810,3221,20250325,20250331,155,SMS Reminder,Paid Full,10,In-house,93059.03
3811,774,20250814,20250831,193,Promise to Pay,Reached,21,In-house,0.0
3812,2640,20251111,20251130,360,Phone Call,PTP Given,28,In-house,0.0
3813,2580,20250424,20250430,183,SMS Reminder,Paid Partial,5,In-house,2094.07
3814,3662,20250131,20250131,66,Phone Call,Escalated,27,In-house,0.0
3815,1364,20250222,20250228,171,SMS Reminder,Reached,54,In-house,0.0
3816,2081,20250918,20250930,49,SMS Reminder,PTP Broken,14,Agency A,0.0
3817,1640,20250528,20250531,130,SMS Reminder,Paid Full,5,In-house,50160.6
3818,3820,20250330,20250331,238,Demand Letter,Restructured,35,In-house,0.0
3819,3050,20251021,20251031,85,Legal Notice,PTP Broken,61,Agency B,0.0
3820,3006,20250723,20250731,275,Field Visit,No Answer,53,In-house,0.0
3821,1223,20250129,20250131,155,Phone Call,Reached,12,In-house,0.0
3822,1789,20250919,20250930,288,SMS Reminder,No Answer,51,In-house,0.0
3823,2443,20250321,20250331,325,Field Visit,PTP Broken,9,In-house,0.0
3824,541,20251111,20251130,318,Phone Call,Escalated,28,In-house,0.0
3825,94,20250811,20250831,67,Promise to Pay,No Answer,11,Agency B,0.0
3826,3806,20250128,20250131,90,Demand Letter,Reached,35,In-house,0.0
3827,3350,20250725,20250731,114,Field Visit,Escalated,3,Agency A,0.0
3828,1307,20251113,20251130,206,SMS Reminder,Reached,34,In-house,0.0
3829,3704,20250926,20250930,142,Phone Call,Reached,22,In-house,0.0
3830,1926,20250318,20250331,130,SMS Reminder,Reached,14,In-house,0.0
3831,3585,20250419,20250430,40,SMS Reminder,Escalated,19,In-house,0.0
3832,2145,20250718,20250731,279,SMS Reminder,PTP Broken,58,In-house,0.0
3833,3446,20251120,20251130,339,SMS Reminder,Paid Partial,59,In-house,12971.53
3834,4166,20251017,20251031,157,SMS Reminder,PTP Given,2,Agency B,0.0
3835,1174,20251219,20251231,191,SMS Reminder,Paid Partial,51,In-house,13971.2
3836,2208,20251217,20251231,151,Demand Letter,No Answer,46,In-house,0.0
3837,2518,20251109,20251130,41,Field Visit,Paid Full,16,In-house,98773.13
3838,14,20241228,20241231,73,Demand Letter,Paid Partial,43,In-house,5020.55
3839,1285,20240816,20240831,111,SMS Reminder,PTP Given,9,In-house,0.0
3840,2046,20251019,20251031,62,Phone Call,Reached,59,In-house,0.0
3841,2269,20241222,20241231,41,SMS Reminder,Paid Partial,63,In-house,27196.98
3842,3675,20250325,20250331,194,Field Visit,Escalated,8,In-house,0.0
3843,1979,20250812,20250831,46,Field Visit,No Answer,46,In-house,0.0
3844,2622,20251129,20251130,310,Legal Notice,No Answer,56,Agency A,0.0
3845,415,20251019,20251031,43,Phone Call,PTP Given,46,In-house,0.0
3846,2948,20241115,20241130,86,Phone Call,PTP Given,24,In-house,0.0
3847,364,20251019,20251031,343,Field Visit,Reached,19,In-house,0.0
3848,3428,20251008,20251031,99,Phone Call,Reached,64,Agency B,0.0
3849,3690,20250129,20250131,118,SMS Reminder,Paid Partial,37,In-house,7381.93
3850,1789,20250211,20250228,111,Demand Letter,Reached,27,In-house,0.0
3851,3853,20250508,20250531,109,Phone Call,PTP Broken,25,In-house,0.0
3852,1475,20240525,20240531,38,Promise to Pay,PTP Broken,6,Agency B,0.0
3853,1569,20250427,20250430,81,SMS Reminder,No Answer,37,Agency A,0.0
3854,2755,20251228,20251231,45,Field Visit,Paid Partial,23,In-house,39082.01
3855,3425,20251130,20251130,233,Phone Call,Escalated,40,In-house,0.0
3856,921,20251114,20251130,60,SMS Reminder,Reached,16,In-house,0.0
3857,1597,20250926,20250930,274,SMS Reminder,Paid Full,3,In-house,89585.06
3858,1996,20250816,20250831,360,SMS Reminder,No Answer,22,In-house,0.0
3859,3018,20251022,20251031,144,Field Visit,Paid Partial,26,Agency A,4934.34
3860,3028,20251030,20251031,101,SMS Reminder,Paid Full,33,Agency A,8271.02
3861,2815,20250613,20250630,158,Phone Call,Paid Partial,19,In-house,40680.25
3862,2290,20250708,20250731,160,Phone Call,Reached,28,In-house,0.0
3863,2821,20250829,20250831,173,SMS Reminder,Paid Partial,43,In-house,16807.02
3864,3415,20250307,20250331,186,Demand Letter,Paid Partial,48,In-house,36066.14
3865,2417,20250214,20250228,63,Promise to Pay,Reached,64,In-house,0.0
3866,2509,20241228,20241231,86,Field Visit,Paid Partial,40,In-house,8697.58
3867,554,20250721,20250731,244,Promise to Pay,Restructured,5,In-house,0.0
3868,2838,20241129,20241130,67,SMS Reminder,Escalated,32,In-house,0.0
3869,1916,20251111,20251130,78,SMS Reminder,Reached,9,In-house,0.0
3870,3429,20250915,20250930,95,SMS Reminder,PTP Given,6,In-house,0.0
3871,2255,20250311,20250331,31,Phone Call,Restructured,31,In-house,0.0
3872,2138,20240815,20240831,101,Phone Call,No Answer,29,In-house,0.0
3873,1946,20250111,20250131,49,Field Visit,PTP Broken,30,In-house,0.0
3874,4114,20250916,20250930,242,SMS Reminder,PTP Given,17,In-house,0.0
3875,3517,20251011,20251031,360,Restructure Offer,Escalated,47,Agency B,0.0
3876,429,20250618,20250630,273,SMS Reminder,Reached,57,Agency A,0.0
3877,1569,20250227,20250228,35,Field Visit,Restructured,20,In-house,0.0
3878,2417,20251114,20251130,144,Phone Call,Paid Partial,43,In-house,8894.07
3879,2473,20250523,20250531,357,SMS Reminder,No Answer,64,In-house,0.0
3880,429,20240829,20240831,30,Field Visit,Reached,31,In-house,0.0
3881,3318,20251126,20251130,66,Phone Call,Reached,34,In-house,0.0
3882,3396,20251009,20251031,44,Phone Call,Paid Partial,3,In-house,11044.5
3883,832,20251122,20251130,271,Restructure Offer,No Answer,59,In-house,0.0
3884,1144,20251028,20251031,137,SMS Reminder,No Answer,5,In-house,0.0
3885,1008,20251222,20251231,188,Phone Call,Reached,37,In-house,0.0
3886,1610,20250726,20250731,186,Phone Call,PTP Given,49,In-house,0.0
3887,2296,20251215,20251231,93,SMS Reminder,Reached,11,In-house,0.0
3888,3774,20240519,20240531,109,Phone Call,Reached,37,In-house,0.0
3889,1785,20250614,20250630,136,Promise to Pay,PTP Given,20,In-house,0.0
3890,3244,20251128,20251130,168,Legal Notice,Paid Partial,16,In-house,8075.54
3891,3653,20250217,20250228,283,SMS Reminder,Paid Full,43,Agency B,78539.62
3892,2147,20250630,20250630,52,Restructure Offer,No Answer,12,In-house,0.0
3893,2943,20240216,20240229,41,Phone Call,No Answer,26,In-house,0.0
3894,225,20250923,20250930,275,Phone Call,Restructured,31,Agency A,0.0
3895,57,20241129,20241130,48,Legal Notice,Paid Partial,27,In-house,21333.5
3896,1307,20250718,20250731,110,Restructure Offer,Escalated,47,Agency A,0.0
3897,3189,20240513,20240531,80,Promise to Pay,No Answer,13,In-house,0.0
3898,3419,20251128,20251130,42,Phone Call,Paid Partial,5,In-house,63056.07
3899,1129,20240626,20240630,64,Restructure Offer,Reached,44,In-house,0.0
3900,1539,20250330,20250331,31,SMS Reminder,Reached,63,In-house,0.0
3901,330,20251011,20251031,218,Phone Call,PTP Broken,1,In-house,0.0
3902,2151,20250912,20250930,146,Demand Letter,No Answer,3,Agency A,0.0
3903,1601,20250625,20250630,101,SMS Reminder,Paid Full,20,Agency A,32797.36
3904,1877,20251115,20251130,262,SMS Reminder,Restructured,9,In-house,0.0
3905,1231,20250218,20250228,115,Field Visit,Escalated,18,In-house,0.0
3906,781,20240917,20240930,61,SMS Reminder,PTP Given,55,In-house,0.0
3907,612,20250111,20250131,149,Phone Call,Reached,39,In-house,0.0
3908,404,20241030,20241031,74,Field Visit,Reached,61,Agency A,0.0
3909,592,20250728,20250731,191,Phone Call,Paid Full,2,In-house,23356.71
3910,2989,20251216,20251231,186,SMS Reminder,PTP Given,57,Agency B,0.0
3911,3473,20250818,20250831,346,SMS Reminder,Paid Full,19,In-house,37265.55
3912,3005,20241029,20241031,48,SMS Reminder,PTP Given,2,In-house,0.0
3913,3088,20250908,20250930,57,Field Visit,No Answer,2,In-house,0.0
3914,931,20250223,20250228,141,Restructure Offer,PTP Given,13,In-house,0.0
3915,42,20250212,20250228,169,Restructure Offer,Restructured,20,In-house,0.0
3916,1910,20250820,20250831,35,Restructure Offer,PTP Given,57,In-house,0.0
3917,409,20251209,20251231,360,Phone Call,Reached,62,In-house,0.0
3918,177,20250914,20250930,283,Phone Call,Escalated,42,In-house,0.0
3919,388,20251023,20251031,30,Phone Call,No Answer,6,Agency B,0.0
3920,3132,20251107,20251130,33,SMS Reminder,No Answer,39,In-house,0.0
3921,2473,20241106,20241130,181,Phone Call,No Answer,34,In-house,0.0
3922,2282,20251229,20251231,31,Promise to Pay,Paid Partial,31,In-house,7868.54
3923,3632,20250320,20250331,40,Restructure Offer,No Answer,4,In-house,0.0
3924,2268,20251021,20251031,55,Demand Letter,No Answer,40,Agency B,0.0
3925,3048,20250128,20250131,85,Phone Call,Reached,47,In-house,0.0
3926,1965,20250209,20250228,180,SMS Reminder,Reached,26,In-house,0.0
3927,2495,20251231,20251231,360,Phone Call,PTP Given,10,In-house,0.0
3928,2822,20251220,20251231,165,Phone Call,Escalated,14,In-house,0.0
3929,2406,20250923,20250930,53,Phone Call,Reached,38,In-house,0.0
3930,2711,20251129,20251130,233,Phone Call,Reached,36,In-house,0.0
3931,2929,20241208,20241231,262,Restructure Offer,No Answer,11,In-house,0.0
3932,1927,20251212,20251231,228,Restructure Offer,Paid Full,31,In-house,51334.61
3933,1846,20250714,20250731,210,Field Visit,PTP Given,35,In-house,0.0
3934,2537,20251026,20251031,63,Field Visit,No Answer,26,Agency B,0.0
3935,3774,20240420,20240430,89,SMS Reminder,Reached,33,In-house,0.0
3936,2415,20250426,20250430,43,Field Visit,PTP Given,11,Agency B,0.0
3937,1232,20250725,20250731,232,Phone Call,Paid Partial,7,In-house,12760.78
3938,1301,20251113,20251130,113,Phone Call,Reached,3,In-house,0.0
3939,1751,20250610,20250630,32,Restructure Offer,Reached,24,In-house,0.0
3940,206,20250614,20250630,34,Promise to Pay,Paid Full,63,In-house,89659.22
3941,11,20251016,20251031,248,Phone Call,PTP Broken,45,In-house,0.0
3942,3270,20251229,20251231,33,SMS Reminder,Paid Partial,26,Agency B,1549.8
3943,471,20250814,20250831,80,Demand Letter,PTP Broken,2,In-house,0.0
3944,2712,20251122,20251130,275,Field Visit,PTP Broken,29,In-house,0.0
3945,3439,20251220,20251231,171,Phone Call,Reached,32,Agency B,0.0
3946,3596,20250531,20250531,159,Phone Call,PTP Given,11,Agency B,0.0
3947,3783,20251220,20251231,360,SMS Reminder,No Answer,46,In-house,0.0
3948,3144,20250907,20250930,193,Phone Call,PTP Given,59,In-house,0.0
3949,1305,20250226,20250228,42,Demand Letter,No Answer,47,In-house,0.0
3950,1769,20250812,20250831,252,Restructure Offer,Reached,2,In-house,0.0
3951,3028,20241207,20241231,47,Phone Call,Reached,31,In-house,0.0
3952,2927,20240820,20240831,38,SMS Reminder,Paid Full,18,In-house,57631.22
3953,905,20240823,20240831,41,SMS Reminder,Escalated,14,Agency A,0.0
3954,1026,20250623,20250630,194,Restructure Offer,PTP Given,30,In-house,0.0
3955,1121,20241120,20241130,125,SMS Reminder,Paid Partial,32,In-house,918.19
3956,3036,20250415,20250430,53,Phone Call,Reached,38,In-house,0.0
3957,1010,20251220,20251231,294,Phone Call,PTP Given,11,In-house,0.0
3958,3980,20251020,20251031,31,Restructure Offer,Reached,31,In-house,0.0
3959,1638,20251212,20251231,227,SMS Reminder,Paid Partial,36,In-house,37600.15
3960,2724,20251020,20251031,106,SMS Reminder,Paid Full,10,In-house,4775.24
3961,3129,20241117,20241130,38,SMS Reminder,Restructured,12,In-house,0.0
3962,1618,20241015,20241031,310,SMS Reminder,Paid Partial,8,In-house,14324.78
3963,1831,20250313,20250331,124,Demand Letter,Reached,8,In-house,0.0
3964,1222,20251112,20251130,75,SMS Reminder,No Answer,26,Agency B,0.0
3965,1012,20240424,20240430,35,SMS Reminder,Paid Full,13,In-house,8814.08
3966,52,20250123,20250131,143,Demand Letter,Reached,53,In-house,0.0
3967,1996,20250426,20250430,343,SMS Reminder,Paid Partial,35,Agency A,6102.86
3968,3881,20251014,20251031,81,SMS Reminder,No Answer,63,In-house,0.0
3969,2145,20250825,20250831,313,Phone Call,Paid Partial,53,In-house,7445.23
3970,1575,20250920,20250930,196,Legal Notice,PTP Broken,23,In-house,0.0
3971,922,20250812,20250831,172,Field Visit,PTP Given,52,In-house,0.0
3972,13,20241112,20241130,144,SMS Reminder,PTP Given,24,Agency B,0.0
3973,2345,20251111,20251130,235,Promise to Pay,Restructured,52,Agency A,0.0
3974,2721,20241115,20241130,134,SMS Reminder,PTP Given,39,In-house,0.0
3975,513,20250627,20250630,51,Field Visit,Reached,31,In-house,0.0
3976,752,20251127,20251130,360,Phone Call,No Answer,55,In-house,0.0
3977,2766,20241117,20241130,125,SMS Reminder,Reached,3,Agency A,0.0
3978,3640,20250419,20250430,51,Field Visit,Paid Partial,46,In-house,20181.71
3979,1902,20250818,20250831,51,SMS Reminder,No Answer,13,In-house,0.0
3980,2626,20251231,20251231,360,Demand Letter,Reached,10,In-house,0.0
3981,3876,20250623,20250630,166,Promise to Pay,PTP Broken,11,In-house,0.0
3982,321,20250315,20250331,75,Demand Letter,Paid Full,16,Agency A,20641.0
3983,241,20250623,20250630,108,Field Visit,Paid Partial,22,In-house,8498.51
3984,2234,20250907,20250930,76,Promise to Pay,Paid Partial,17,In-house,11135.63
3985,1455,20251106,20251130,360,SMS Reminder,PTP Broken,23,Agency A,0.0
3986,773,20251018,20251031,31,Legal Notice,No Answer,52,In-house,0.0
3987,2534,20251216,20251231,192,Demand Letter,Paid Partial,56,In-house,10991.68
3988,1221,20241228,20241231,134,Restructure Offer,Escalated,26,In-house,0.0
3989,1585,20251212,20251231,72,Restructure Offer,Reached,52,In-house,0.0
3990,3272,20250726,20250731,30,Demand Letter,Paid Full,4,Agency B,35949.96
3991,3005,20250224,20250228,66,Field Visit,PTP Given,39,In-house,0.0
3992,3764,20250130,20250131,204,SMS Reminder,Reached,33,In-house,0.0
3993,2961,20250424,20250430,157,Phone Call,Reached,38,In-house,0.0
3994,2681,20250725,20250731,151,Restructure Offer,Paid Full,2,Agency B,17977.73
3995,1518,20250929,20250930,37,Demand Letter,Paid Full,32,In-house,66511.77
3996,3070,20250908,20250930,241,Phone Call,Paid Partial,46,In-house,10585.56
3997,1069,20250327,20250331,94,Promise to Pay,No Answer,6,In-house,0.0
3998,2884,20241230,20241231,101,SMS Reminder,Reached,28,In-house,0.0
3999,1682,20251024,20251031,244,Demand Letter,No Answer,6,In-house,0.0
4000,931,20251111,20251130,360,SMS Reminder,Escalated,57,In-house,0.0
4001,3205,20251207,20251231,348,Phone Call,Paid Partial,39,In-house,22849.34
4002,1431,20250920,20250930,173,Phone Call,Reached,54,In-house,0.0
4003,2366,20251127,20251130,149,Promise to Pay,No Answer,31,In-house,0.0
4004,3776,20250406,20250430,33,SMS Reminder,Paid Partial,2,Agency B,758.05
4005,654,20250708,20250731,151,Field Visit,PTP Given,38,In-house,0.0
4006,2166,20240907,20240930,33,Restructure Offer,Escalated,28,In-house,0.0
4007,2403,20250731,20250731,146,Phone Call,Reached,37,Agency A,0.0
4008,1206,20250213,20250228,60,Promise to Pay,Restructured,23,In-house,0.0
4009,4054,20250927,20250930,66,Restructure Offer,Paid Partial,34,In-house,28444.52
4010,193,20240409,20240430,44,Phone Call,No Answer,10,Agency B,0.0
4011,929,20240519,20240531,101,SMS Reminder,PTP Given,16,Agency B,0.0
4012,2333,20250811,20250831,42,Restructure Offer,Paid Full,11,Agency B,34157.8
4013,104,20250121,20250131,248,Phone Call,Reached,23,In-house,0.0
4014,3324,20250526,20250531,302,Demand Letter,No Answer,20,In-house,0.0
4015,3368,20251220,20251231,283,SMS Reminder,No Answer,24,In-house,0.0
4016,2003,20251025,20251031,277,Phone Call,Escalated,7,In-house,0.0
4017,1925,20251217,20251231,84,SMS Reminder,Reached,15,In-house,0.0
4018,2806,20250525,20250531,193,SMS Reminder,Escalated,38,In-house,0.0
4019,499,20251126,20251130,360,Promise to Pay,Reached,32,Agency B,0.0
4020,1521,20250909,20250930,313,Phone Call,No Answer,14,Agency B,0.0
4021,2869,20251110,20251130,243,Phone Call,No Answer,5,Agency B,0.0
4022,1331,20251130,20251130,170,Phone Call,PTP Given,44,In-house,0.0
4023,1511,20250718,20250731,59,Field Visit,Paid Partial,44,Agency A,7635.88
4024,3027,20250911,20250930,111,Phone Call,Paid Partial,2,In-house,10925.79
4025,1286,20251122,20251130,347,SMS Reminder,Escalated,52,In-house,0.0
4026,3523,20251027,20251031,273,Restructure Offer,Reached,4,Agency B,0.0
4027,4022,20250120,20250131,86,Phone Call,No Answer,61,Agency B,0.0
4028,408,20251210,20251231,360,Demand Letter,Restructured,20,Agency A,0.0
4029,1062,20250708,20250731,203,Phone Call,PTP Broken,30,Agency A,0.0
4030,2323,20250829,20250831,105,Restructure Offer,Paid Full,10,In-house,5879.21
4031,3120,20240426,20240430,62,SMS Reminder,Reached,1,In-house,0.0
4032,3976,20250920,20250930,42,Field Visit,No Answer,64,In-house,0.0
4033,2121,20250928,20250930,240,Demand Letter,No Answer,37,In-house,0.0
4034,3662,20250515,20250531,87,SMS Reminder,No Answer,46,In-house,0.0
4035,2860,20250726,20250731,73,Promise to Pay,PTP Given,7,In-house,0.0
4036,3001,20241129,20241130,36,Legal Notice,PTP Given,11,In-house,0.0
4037,1565,20250920,20250930,68,Phone Call,Escalated,52,In-house,0.0
4038,3818,20250205,20250228,101,SMS Reminder,Paid Partial,14,Agency B,14150.01
4039,197,20251125,20251130,69,Field Visit,Paid Partial,15,Agency B,6726.29
4040,2677,20251030,20251031,44,Demand Letter,PTP Broken,50,In-house,0.0
4041,338,20250511,20250531,266,SMS Reminder,Reached,58,In-house,0.0
4042,2815,20251125,20251130,276,Phone Call,Restructured,54,In-house,0.0
4043,1470,20251016,20251031,32,Demand Letter,Reached,20,Agency B,0.0
4044,3825,20250823,20250831,197,Promise to Pay,Reached,40,Agency B,0.0
4045,1754,20251228,20251231,123,SMS Reminder,PTP Given,57,In-house,0.0
4046,3492,20240918,20240930,34,Field Visit,No Answer,31,In-house,0.0
4047,373,20250627,20250630,152,Phone Call,Reached,47,In-house,0.0
4048,462,20251107,20251130,341,Restructure Offer,PTP Broken,25,In-house,0.0
4049,2091,20250807,20250831,33,Phone Call,Escalated,31,In-house,0.0
4050,2589,20250707,20250731,220,Phone Call,No Answer,13,In-house,0.0
4051,2872,20251113,20251130,65,Phone Call,PTP Given,27,In-house,0.0
4052,2138,20240918,20240930,120,SMS Reminder,Paid Full,36,In-house,20254.42
4053,2169,20251110,20251130,227,Promise to Pay,No Answer,61,Agency B,0.0
4054,2772,20251112,20251130,321,Restructure Offer,Escalated,34,In-house,0.0
4055,903,20250630,20250630,47,Promise to Pay,Reached,53,In-house,0.0
4056,2712,20240410,20240430,323,SMS Reminder,Paid Full,18,In-house,40648.89
4057,68,20251012,20251031,31,Field Visit,Paid Full,4,In-house,18411.71
4058,2002,20240412,20240430,64,Restructure Offer,PTP Broken,19,In-house,0.0
4059,2043,20241221,20241231,68,SMS Reminder,PTP Given,48,Agency B,0.0
4060,2710,20251116,20251130,34,Field Visit,Reached,57,Agency A,0.0
4061,79,20250809,20250831,146,Demand Letter,Reached,15,Agency A,0.0
4062,2589,20241019,20241031,34,Phone Call,Escalated,13,In-house,0.0
4063,3852,20241214,20241231,56,Promise to Pay,Reached,17,In-house,0.0
4064,2833,20250717,20250731,31,Phone Call,Escalated,44,In-house,0.0
4065,2663,20251208,20251231,125,SMS Reminder,Paid Partial,56,In-house,12124.61
4066,1438,20250630,20250630,45,SMS Reminder,Escalated,51,In-house,0.0
4067,1064,20250508,20250531,227,Phone Call,PTP Given,35,Agency B,0.0
4068,380,20250521,20250531,325,Field Visit,PTP Broken,18,In-house,0.0
4069,79,20250127,20250131,46,Phone Call,Escalated,55,In-house,0.0
4070,1867,20251221,20251231,94,Field Visit,Paid Full,55,In-house,30256.72
4071,1542,20250518,20250531,34,Phone Call,Escalated,1,Agency B,0.0
4072,2921,20250616,20250630,86,Promise to Pay,PTP Given,58,Agency B,0.0
4073,2369,20251222,20251231,145,Legal Notice,PTP Given,50,Agency A,0.0
4074,2564,20250826,20250831,360,SMS Reminder,No Answer,27,Agency B,0.0
4075,1928,20251128,20251130,184,Phone Call,No Answer,29,In-house,0.0
4076,552,20250215,20250228,84,SMS Reminder,Reached,64,In-house,0.0
4077,1092,20251121,20251130,147,Promise to Pay,Reached,11,In-house,0.0
4078,45,20250220,20250228,269,Field Visit,Reached,60,In-house,0.0
4079,1671,20240919,20240930,45,SMS Reminder,No Answer,44,In-house,0.0
4080,1030,20250717,20250731,151,Legal Notice,Reached,54,In-house,0.0
4081,2166,20250527,20250531,232,Phone Call,PTP Given,17,Agency B,0.0
4082,2817,20250915,20250930,360,Field Visit,Reached,43,In-house,0.0
4083,2733,20240523,20240531,35,Phone Call,Paid Partial,22,In-house,16082.01
4084,271,20251222,20251231,36,Phone Call,No Answer,46,In-house,0.0
4085,765,20250810,20250831,52,Demand Letter,PTP Given,2,In-house,0.0
4086,3447,20240922,20240930,30,Phone Call,PTP Broken,32,In-house,0.0
4087,1789,20241228,20241231,69,Phone Call,No Answer,12,In-house,0.0
